"","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipProbability","temperatureHigh","temperatureHighTime","temperatureLow","temperatureLowTime","apparentTemperatureHigh","apparentTemperatureHighTime","apparentTemperatureLow","apparentTemperatureLowTime","dewPoint","humidity","pressure","windSpeed","windGust","windGustTime","windBearing","cloudCover","uvIndex","uvIndexTime","visibility","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","date","precipIntensityMaxTime","precipAccumulation","precipType"
"204",1532318400,"Light rain in the morning.","rain",1532339132,1532391697,0.37,0.0076,0.033,0.93,81.01,1532376000,75.54,1532422800,86.08,1532376000,77.07,1532422800,73.25,0.89,1018.98,8.68,18.3,1532379600,154,0.92,5,1532358000,8.76,74.21,1532350800,81.01,1532376000,75.73,1532350800,86.08,1532376000,2018-07-23,1532336400,NA,"rain"
"205",1532404800,"Humid and mostly cloudy throughout the day.","partly-cloudy-day",1532425586,1532478046,0.4,4e-04,0.0021,0.15,82.87,1532455200,73.13,1532516400,88.52,1532455200,74.56,1532516400,72.78,0.83,1021.37,9.22,13.98,1532462400,156,0.84,6,1532451600,9.75,75.54,1532422800,82.87,1532455200,77.07,1532422800,88.52,1532455200,2018-07-24,1532419200,NA,"rain"
"206",1532491200,"Rain in the morning.","rain",1532512041,1532564394,0.43,0.0218,0.1775,1,78.57,1532541600,72.41,1532599200,81.61,1532541600,73.81,1532599200,72.89,0.9,1015.31,7.99,13.33,1532512800,166,0.97,5,1532538000,9.04,73.13,1532516400,78.57,1532541600,74.56,1532516400,81.61,1532541600,2018-07-25,1532516400,NA,"rain"
"207",1532577600,"Mostly cloudy until evening.","partly-cloudy-day",1532598496,1532650740,0.46,0.0011,0.0081,0.39,85.84,1532638800,71.53,1532685600,90.24,1532638800,72.7,1532685600,70.4,0.79,1011.17,3.56,7.8,1532635200,229,0.66,6,1532620800,9.82,72.41,1532599200,85.84,1532638800,73.81,1532599200,90.24,1532638800,2018-07-26,1532581200,NA,"rain"
"208",1532664000,"Rain starting in the evening.","rain",1532684952,1532737084,0.49,0.0077,0.0565,0.99,86.14,1532710800,68.93,1532772000,91.59,1532710800,69.99,1532772000,69.88,0.79,1014.92,3.03,9.14,1532710800,188,0.41,7,1532703600,9.18,71.33,1532746800,86.14,1532710800,72.38,1532746800,91.59,1532710800,2018-07-27,1532743200,NA,"rain"
"209",1532750400,"Partly cloudy until evening.","partly-cloudy-day",1532771408,1532823427,0.52,1e-04,0.0033,0.25,84.48,1532808000,68.66,1532858400,87.89,1532808000,69.01,1532858400,68.49,0.78,1015.07,2.03,8.17,1532818800,204,0.49,6,1532790000,8.56,68.93,1532772000,84.48,1532808000,69.99,1532772000,87.89,1532808000,2018-07-28,1532750400,NA,"rain"
"210",1532836800,"Partly cloudy throughout the day.","partly-cloudy-day",1532857865,1532909768,0.56,0,0,0,81.42,1532894400,65.73,1532944800,81.95,1532898000,65.93,1532944800,61.43,0.63,1017.9,2.51,6.63,1532872800,305,0.33,8,1532880000,10,68.66,1532858400,81.42,1532894400,69.01,1532858400,81.95,1532898000,2018-07-29,NA,NA,NA
"211",1532923200,"Partly cloudy until evening.","partly-cloudy-day",1532944322,1532996107,0.59,0,0,0,78,1532970000,65.79,1533031200,78.31,1532970000,66.46,1533031200,63.22,0.72,1020.25,1.54,6.99,1532988000,154,0.29,8,1532970000,10,65.73,1532944800,78,1532970000,65.93,1532944800,78.31,1532970000,2018-07-30,NA,NA,NA
"212",1533009600,"Partly cloudy throughout the day.","partly-cloudy-day",1533030779,1533082445,0.62,0,0,0,79.96,1533063600,72.69,1533092400,81.86,1533063600,73.36,1533092400,64.37,0.74,1019.86,2.86,7.94,1533067200,142,0.38,6,1533049200,9.92,65.79,1533031200,79.96,1533063600,66.46,1533031200,81.86,1533063600,2018-07-31,NA,NA,NA
"213",1533096000,"Humid and mostly cloudy throughout the day.","partly-cloudy-day",1533117237,1533168782,0.65,0.0062,0.0743,0.69,86.53,1533153600,74.45,1533204000,93.64,1533153600,75.59,1533204000,72.31,0.81,1017.12,5.35,10.86,1533164400,185,0.82,6,1533142800,9.57,73.03,1533096000,86.53,1533153600,73.8,1533096000,93.64,1533153600,2018-08-01,1533146400,NA,"rain"
"214",1533182400,"Rain overnight.","rain",1533203695,1533255117,0.68,0.0067,0.0667,0.77,85.36,1533229200,74.95,1533276000,92.34,1533232800,76.53,1533276000,71.81,0.77,1018.48,4.62,8.89,1533232800,227,0.58,6,1533222000,9.92,74.45,1533204000,85.36,1533229200,75.59,1533204000,92.34,1533232800,2018-08-02,1533243600,NA,"rain"
"215",1533268800,"Rain in the afternoon.","rain",1533290154,1533341450,0.72,0.0121,0.1357,1,83.67,1533315600,74.45,1533362400,89.87,1533315600,75.99,1533362400,72.92,0.87,1020.42,3.82,15.73,1533322800,197,0.68,6,1533315600,9.64,74.76,1533326400,83.67,1533315600,76.16,1533326400,89.87,1533315600,2018-08-03,1533326400,NA,"rain"
"216",1533355200,"Rain in the morning.","rain",1533376612,1533427782,0.75,0.0263,0.1724,1,86.24,1533416400,71.3,1533463200,90.38,1533416400,72.33,1533463200,71.34,0.81,1018.49,1.87,6.57,1533376800,240,0.66,5,1533398400,9.27,73.04,1533391200,86.24,1533416400,74.46,1533391200,90.38,1533416400,2018-08-04,1533391200,NA,"rain"
"217",1533441600,"Clear throughout the day.","clear-day",1533463071,1533514113,0.79,0,0,0,89.86,1533492000,74.38,1533549600,94.07,1533492000,75.65,1533549600,69.06,0.69,1020.02,1.35,6.76,1533495600,256,0.06,9,1533484800,10,71.3,1533463200,89.86,1533492000,72.33,1533463200,94.07,1533492000,2018-08-05,NA,NA,NA
"218",1533528000,"Humid throughout the day and partly cloudy in the afternoon.","partly-cloudy-day",1533549530,1533600442,0.82,0,0,0,91.51,1533585600,75.37,1533636000,96.53,1533585600,76.87,1533636000,71.03,0.69,1017.93,2.11,6.5,1533574800,228,0.13,8,1533571200,9.74,74.38,1533549600,91.51,1533585600,75.65,1533549600,96.53,1533585600,2018-08-06,NA,NA,NA
"219",1533614400,"Light rain in the evening.","rain",1533635990,1533686770,0.86,0.0035,0.047,0.82,88.75,1533668400,73.75,1533722400,97.02,1533668400,75.11,1533722400,73.15,0.79,1014.63,4.48,10.34,1533672000,205,0.38,8,1533657600,9.22,75.11,1533697200,88.75,1533668400,76.57,1533697200,97.02,1533668400,2018-08-07,1533686400,NA,"rain"
"220",1533700800,"Rain overnight.","rain",1533722449,1533773097,0.9,0,0,0,89.47,1533751200,74.83,1533805200,96.76,1533754800,76.35,1533805200,71.76,0.75,1011.5,2.73,8.37,1533762000,203,0.31,8,1533744000,9.79,73.75,1533722400,89.47,1533751200,75.11,1533722400,96.76,1533754800,2018-08-08,NA,NA,NA
"221",1533787200,"Humid throughout the day and partly cloudy until evening.","partly-cloudy-day",1533808909,1533859422,0.94,0.0043,0.0591,0.87,88.01,1533844800,70.1,1533895200,90.63,1533844800,70.37,1533895200,68.4,0.68,1008.86,4.59,9.84,1533852000,301,0.4,7,1533830400,9.55,74.83,1533805200,88.01,1533844800,76.35,1533805200,90.63,1533844800,2018-08-09,1533798000,NA,"rain"
"222",1533873600,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",1533895368,1533945746,0.97,0,0,0,86.48,1533927600,71.92,1533988800,88.6,1533931200,73.25,1533988800,64.88,0.64,1011.64,1.57,7.14,1533920400,258,0.34,8,1533916800,9.97,70.1,1533895200,86.48,1533927600,70.37,1533895200,88.6,1533931200,2018-08-10,NA,NA,NA
"223",1533960000,"Heavy rain in the morning and afternoon.","rain",1533981828,1534032069,0.01,0.0446,0.2333,1,75.41,1534006800,71.67,1534068000,76.62,1534006800,73.07,1534068000,70.5,0.89,1013.62,1.22,6.43,1534006800,82,0.89,5,1534003200,8.69,70.96,1533992400,77.08,1533960000,72.2,1533992400,78.04,1533960000,2018-08-11,1534024800,NA,"rain"
"224",1534046400,"Mostly cloudy throughout the day.","partly-cloudy-day",1534068288,1534118390,0.05,1e-04,0.0023,0.07,81.7,1534100400,72.76,1534161600,85.93,1534100400,73.99,1534161600,71.08,0.85,1016.16,2.9,7.56,1534096800,52,0.77,5,1534086000,9.04,71.67,1534068000,81.7,1534100400,73.07,1534068000,85.93,1534100400,2018-08-12,1534118400,NA,"rain"
"225",1534132800,"Rain until afternoon.","rain",1534154748,1534204710,0.09,0.0097,0.0564,0.98,74.59,1534197600,70.67,1534240800,76,1534197600,71.99,1534240800,70.9,0.92,1014.81,4.38,8.26,1534161600,50,0.94,4,1534172400,8.8,72.09,1534168800,74.75,1534136400,73.36,1534168800,76.15,1534136400,2018-08-13,1534172400,NA,"rain"
"226",1534219200,"Mostly cloudy throughout the day.","partly-cloudy-day",1534241208,1534291030,0.12,0.0011,0.0107,0.38,80.41,1534269600,70.01,1534320000,83.24,1534269600,70.82,1534327200,69.22,0.86,1011.14,2.92,7.54,1534287600,226,0.65,7,1534266000,8.31,70.67,1534240800,80.41,1534269600,71.99,1534240800,83.24,1534269600,2018-08-14,1534276800,NA,"rain"
"227",1534305600,"Partly cloudy starting in the afternoon.","partly-cloudy-day",1534327667,1534377348,0.16,0,0,0,87.63,1534363200,73.3,1534413600,89.68,1534359600,74.47,1534413600,67.17,0.7,1012.32,5.13,9.17,1534356000,279,0.29,9,1534352400,9.99,70.01,1534320000,87.63,1534363200,70.82,1534327200,89.68,1534359600,2018-08-15,NA,NA,NA
"228",1534392000,"Partly cloudy in the evening.","partly-cloudy-day",1534414127,1534463665,0.19,0,0,0,88.62,1534446000,74.2,1534500000,92.45,1534456800,75.46,1534500000,69,0.68,1016.99,3.05,6.62,1534446000,272,0.1,9,1534438800,9.68,73.3,1534413600,88.62,1534446000,74.47,1534413600,92.45,1534456800,2018-08-16,NA,NA,NA
"229",1534478400,"Heavy rain overnight.","rain",1534500587,1534549980,0.23,0.0092,0.0945,1,87.32,1534532400,73.22,1534568400,95.36,1534532400,74.71,1534568400,72.33,0.77,1016.62,3.64,9.44,1534539600,196,0.34,7,1534525200,9.14,74.2,1534500000,87.32,1534532400,75.46,1534500000,95.36,1534532400,2018-08-17,1534561200,NA,"rain"
"230",1534564800,"Light rain in the evening.","rain",1534587047,1534636295,0.26,0.024,0.2381,1,85.35,1534622400,68.63,1534680000,92.12,1534618800,69.38,1534680000,71.62,0.84,1010.56,2.3,8.44,1534626000,278,0.77,6,1534608000,9.41,71.73,1534647600,85.35,1534622400,72.45,1534647600,92.12,1534618800,2018-08-18,1534568400,NA,"rain"
"231",1534651200,"Overcast throughout the day.","cloudy",1534673507,1534722609,0.29,4e-04,0.0031,0.27,72.49,1534716000,67.46,1534762800,73.08,1534716000,67.74,1534762800,64.73,0.82,1014.62,5.3,8.5,1534698000,51,0.99,4,1534690800,9.83,68.63,1534680000,72.49,1534716000,69.38,1534680000,73.08,1534716000,2018-08-19,1534676400,NA,"rain"
"232",1534737600,"Mostly cloudy throughout the day.","partly-cloudy-day",1534759966,1534808922,0.32,0,0,0,74.15,1534798800,66.32,1534845600,74.68,1534798800,66.77,1534845600,63.25,0.78,1019.98,3.24,7.14,1534770000,68,0.94,4,1534777200,10,67.46,1534762800,74.15,1534798800,67.74,1534762800,74.68,1534798800,2018-08-20,NA,NA,NA
"233",1534824000,"Heavy rain overnight.","rain",1534846426,1534895234,0.35,0,0,0,75.95,1534874400,72.14,1534914000,76.34,1534874400,73.35,1534896000,64.49,0.79,1017.56,4.7,8.72,1534885200,126,0.71,6,1534867200,10,66.32,1534845600,75.95,1534874400,66.77,1534845600,76.34,1534874400,2018-08-21,NA,NA,NA
"234",1534910400,"Mostly cloudy throughout the day.","partly-cloudy-day",1534932885,1534981544,0.38,0.0172,0.2529,1,83.05,1534968000,65.84,1535025600,84.87,1534964400,65.84,1535025600,67.5,0.76,1006.95,4.05,10.53,1534975200,262,0.74,5,1534953600,9.6,71.93,1534993200,83.05,1534968000,72.04,1534993200,84.87,1534964400,2018-08-22,1534917600,NA,"rain"
"235",1534996800,"Mostly cloudy in the morning.","partly-cloudy-day",1535019345,1535067854,0.41,2e-04,0.0022,0.31,78.15,1535058000,61.9,1535104800,78.15,1535058000,61.9,1535104800,55.66,0.59,1014.09,5.94,9.84,1535032800,324,0.38,8,1535040000,10,65.84,1535025600,78.15,1535058000,65.84,1535025600,78.15,1535058000,2018-08-23,1535025600,NA,"rain"
"236",1535083200,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1535105804,1535154164,0.44,0,0,0,81.79,1535140800,63.84,1535194800,81.79,1535140800,63.84,1535194800,57.38,0.61,1022.28,2.15,6.72,1535151600,204,0.06,8,1535126400,10,61.9,1535104800,81.79,1535140800,61.9,1535104800,81.79,1535140800,2018-08-24,NA,NA,NA
"237",1535169600,"Partly cloudy until afternoon.","partly-cloudy-day",1535192263,1535240472,0.47,0,0,0,78.44,1535223600,65,1535277600,78.44,1535223600,65.18,1535277600,59.21,0.66,1024.62,2.55,6.92,1535223600,162,0.16,7,1535216400,9.99,63.84,1535194800,78.44,1535223600,63.84,1535194800,78.44,1535223600,2018-08-25,NA,NA,NA
"238",1535256000,"Mostly cloudy until evening.","partly-cloudy-day",1535278722,1535326779,0.51,0,0,0,82.75,1535310000,71.13,1535364000,85.18,1535310000,72.15,1535364000,64.19,0.71,1020.27,3.67,8.97,1535313600,226,0.41,7,1535302800,10,65,1535277600,82.75,1535310000,65.18,1535277600,85.18,1535310000,2018-08-26,NA,NA,NA
"239",1535342400,"Partly cloudy starting in the afternoon, continuing until evening, and humid throughout the day.","partly-cloudy-day",1535365181,1535413086,0.54,0,0,0,87.53,1535396400,75.49,1535454000,93.63,1535403600,77,1535454000,70.11,0.74,1017.97,1.87,5.95,1535403600,244,0.17,8,1535389200,9.85,71.13,1535364000,87.53,1535396400,72.15,1535364000,93.63,1535403600,2018-08-27,NA,NA,NA
"240",1535428800,"Humid throughout the day.","clear-day",1535451640,1535499392,0.57,0,0,0,93.55,1535486400,77.51,1535536800,101.49,1535486400,78.99,1535536800,72.64,0.69,1016.73,3.7,9.07,1535490000,246,0.07,7,1535472000,8.53,75.49,1535454000,93.55,1535486400,77,1535454000,101.49,1535486400,2018-08-28,NA,NA,NA
"241",1535515200,"Humid throughout the day.","clear-day",1535538099,1535585697,0.6,0,0,0,93.22,1535572800,78.02,1535623200,100.21,1535565600,79.52,1535623200,72.34,0.66,1015.17,3.99,7.91,1535576400,240,0.03,7,1535558400,9.68,77.51,1535536800,93.22,1535572800,78.99,1535536800,100.21,1535565600,2018-08-29,NA,NA,NA
"242",1535601600,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1535624558,1535672002,0.63,0,0,0,88.36,1535655600,72.45,1535716800,91.91,1535655600,73.08,1535716800,69.16,0.65,1016.15,3.59,8.98,1535644800,326,0.19,6,1535644800,9.91,78.02,1535623200,88.36,1535655600,78.95,1535684400,91.91,1535655600,2018-08-30,NA,NA,NA
"243",1535688000,"Light rain in the afternoon.","rain",1535711016,1535758306,0.67,0.0056,0.0462,0.68,73.84,1535731200,68.85,1535799600,74.34,1535731200,69.18,1535799600,64.64,0.75,1023.84,5.35,8.9,1535731200,87,0.91,4,1535727600,9.89,70.4,1535760000,77.43,1535688000,70.9,1535763600,77.96,1535688000,2018-08-31,1535742000,NA,"rain"
"244",1535774400,"Mostly cloudy throughout the day.","partly-cloudy-day",1535797475,1535844609,0.7,0,0,0,76.68,1535832000,66.14,1535882400,77,1535832000,66.67,1535882400,62.54,0.74,1025.94,3.76,6.92,1535817600,110,0.82,5,1535824800,10,68.85,1535799600,76.68,1535832000,69.18,1535799600,77,1535832000,2018-09-01,NA,NA,NA
"245",1535860800,"Mostly cloudy throughout the day.","partly-cloudy-day",1535883933,1535930912,0.74,0,3e-04,0,80.22,1535914800,74.52,1535947200,83.19,1535914800,75.84,1535947200,66.85,0.8,1024.28,1.89,6.69,1535925600,168,0.62,5,1535904000,9.99,66.14,1535882400,80.22,1535914800,66.67,1535882400,83.19,1535914800,2018-09-02,1535918400,NA,NA
"246",1535947200,"Humid throughout the day and mostly cloudy in the morning.","partly-cloudy-day",1535970392,1536017214,0.77,0,0,0,89.68,1536004800,75.35,1536058800,98.36,1536004800,76.38,1536058800,73.1,0.78,1023.51,2.67,6.17,1535997600,222,0.44,7,1535990400,9.97,74.52,1535947200,89.68,1536004800,75.84,1535947200,98.36,1536004800,2018-09-03,NA,NA,NA
"247",1536033600,"Partly cloudy starting in the afternoon.","partly-cloudy-day",1536056850,1536103515,0.81,0,0,0,90.68,1536091200,74.35,1536141600,96.6,1536091200,75.8,1536141600,70.49,0.68,1022.71,1.41,5.59,1536094800,328,0.21,7,1536076800,10,75.35,1536058800,90.68,1536091200,76.38,1536058800,96.6,1536091200,2018-09-04,NA,NA,NA
"248",1536120000,"Humid throughout the day and partly cloudy until afternoon.","partly-cloudy-day",1536143308,1536189816,0.85,0,0,0,88.91,1536174000,76.86,1536217200,96.74,1536174000,78.4,1536210000,72.33,0.76,1022.82,2.61,7.61,1536184800,162,0.16,6,1536163200,9.96,74.35,1536141600,88.91,1536174000,75.8,1536141600,96.74,1536174000,2018-09-05,NA,NA,NA
"249",1536206400,"Humid and mostly cloudy throughout the day.","partly-cloudy-day",1536229766,1536276117,0.89,0.0036,0.0617,0.79,91.88,1536256800,73.94,1536314400,101.96,1536256800,75.3,1536314400,73.42,0.78,1020.05,2.84,10.18,1536264000,220,0.49,7,1536249600,9.09,74.82,1536289200,91.88,1536256800,76.23,1536289200,101.96,1536256800,2018-09-06,1536274800,NA,"rain"
"250",1536292800,"Overcast throughout the day.","cloudy",1536316224,1536362417,0.92,0,0,0,74.99,1536325200,66.51,1536408000,76.14,1536325200,66.51,1536408000,68.34,0.84,1020.28,4.94,8.32,1536328800,49,0.87,4,1536336000,10,70.2,1536375600,74.99,1536325200,70.84,1536375600,76.14,1536325200,2018-09-07,NA,NA,NA
"251",1536379200,"Mostly cloudy throughout the day.","partly-cloudy-day",1536402682,1536448717,0.96,5e-04,0.0047,0.41,69.36,1536422400,56.55,1536487200,69.36,1536422400,56.55,1536487200,58.31,0.75,1019.79,6.31,9.4,1536429600,28,0.84,6,1536422400,10,60.59,1536462000,70.18,1536379200,60.59,1536462000,70.84,1536379200,2018-09-08,1536451200,NA,"rain"
"252",1536465600,"Light rain starting in the afternoon.","rain",1536489140,1536535016,0.01,0.0126,0.038,1,60.77,1536523200,54.78,1536562800,60.77,1536523200,54.78,1536562800,53.66,0.83,1022.77,6.65,11.18,1536548400,45,0.98,4,1536508800,9.63,56.55,1536487200,61.13,1536472800,56.55,1536487200,61.13,1536472800,2018-09-09,1536534000,NA,"rain"
"253",1536552000,"Rain until afternoon, starting again in the evening.","rain",1536575598,1536621315,0.04,0.0298,0.085,1,62.67,1536598800,62.02,1536624000,63.02,1536598800,62.42,1536624000,57.68,0.93,1022.04,8.22,11.87,1536591600,62,1,4,1536595200,6.4,54.78,1536562800,63.04,1536631200,54.78,1536562800,63.54,1536631200,2018-09-10,1536591600,NA,"rain"
"254",1536638400,"Foggy in the morning.","fog",1536662056,1536707614,0.07,4e-04,0.004,0.55,74.11,1536703200,71.62,1536746400,75.25,1536703200,73.08,1536742800,65.68,0.93,1019.98,1.74,7.09,1536638400,25,0.98,4,1536681600,5.68,62.44,1536656400,74.11,1536703200,62.95,1536656400,75.25,1536703200,2018-09-11,1536638400,NA,"rain"
"255",1536724800,"Foggy in the morning and humid throughout the day.","fog",1536748514,1536793912,0.11,0.0015,0.0108,0.64,77,1536778800,69.72,1536836400,78.46,1536778800,70.89,1536836400,71.51,0.94,1022.83,1.79,4.93,1536807600,59,0.99,4,1536768000,5.96,71.62,1536746400,77,1536778800,73.08,1536742800,78.46,1536778800,2018-09-12,1536796800,NA,"rain"
"256",1536811200,"Overcast throughout the day.","cloudy",1536834972,1536880211,0.14,0.0018,0.0143,0.47,76.13,1536865200,68.87,1536919200,77.17,1536865200,69.77,1536919200,69.09,0.9,1024.23,5.14,7.28,1536883200,70,1,4,1536854400,8.94,69.72,1536836400,76.13,1536865200,70.89,1536836400,77.17,1536865200,2018-09-13,1536825600,NA,"rain"
"257",1536897600,"Overcast throughout the day.","cloudy",1536921430,1536966509,0.18,0,0,0,74.25,1536955200,65.71,1537009200,74.9,1536955200,66.42,1537009200,66.22,0.84,1023.58,5.26,8.39,1536944400,78,1,4,1536940800,9.71,68.87,1536919200,74.25,1536955200,69.77,1536919200,74.9,1536955200,2018-09-14,NA,NA,NA
"258",1536984000,"Mostly cloudy until evening.","partly-cloudy-day",1537007888,1537052806,0.21,0,0,0,79,1537038000,64.25,1537092000,79.64,1537038000,64.81,1537092000,65.28,0.8,1022.53,1.37,5.34,1537048800,125,0.41,5,1537030800,9.97,65.71,1537009200,79,1537038000,66.42,1537009200,79.64,1537038000,2018-09-15,NA,NA,NA
"259",1537070400,"Clear throughout the day.","clear-day",1537094345,1537139104,0.24,0,0,0,83.27,1537124400,66.19,1537174800,85.45,1537124400,66.78,1537174800,64.95,0.76,1022.51,1.71,6.37,1537131600,170,0.1,6,1537113600,9.92,64.25,1537092000,83.27,1537124400,64.81,1537092000,85.45,1537124400,2018-09-16,NA,NA,NA
"260",1537156800,"Mostly cloudy throughout the day.","partly-cloudy-day",1537180803,1537225402,0.27,6e-04,0.008,0.28,77.98,1537203600,74.31,1537236000,79.14,1537207200,75.57,1537236000,68.12,0.87,1019.12,3.13,7.54,1537236000,158,0.67,4,1537200000,9.87,66.19,1537174800,77.98,1537203600,66.78,1537174800,79.14,1537207200,2018-09-17,1537221600,NA,"rain"
"261",1537243200,"Rain starting in the afternoon, continuing until evening.","rain",1537267262,1537311699,0.3,0.0159,0.1038,1,78.46,1537282800,67.31,1537347600,81.44,1537282800,68.08,1537347600,71.57,0.91,1008.64,2.96,9.56,1537282800,206,0.82,4,1537286400,9.21,70.29,1537326000,78.46,1537282800,71.45,1537326000,81.44,1537282800,2018-09-18,1537293600,NA,"rain"
"262",1537329600,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",1537353720,1537397997,0.33,0,0,0,80.52,1537383600,64.77,1537441200,82.16,1537383600,64.77,1537441200,66.03,0.8,1012.1,2.55,8.49,1537365600,41,0.37,4,1537369200,9.99,67.31,1537347600,80.52,1537383600,68.08,1537347600,82.16,1537383600,2018-09-19,NA,NA,NA
"263",1537416000,"Overcast throughout the day.","cloudy",1537440178,1537484294,0.36,0,0,0,71.1,1537470000,66.97,1537520400,71.1,1537470000,67.15,1537520400,59.37,0.75,1022.21,3.76,7.11,1537419600,108,0.98,4,1537459200,10,64.77,1537441200,71.1,1537470000,64.77,1537441200,71.1,1537470000,2018-09-20,NA,NA,NA
"264",1537502400,"Overcast throughout the day.","cloudy",1537526636,1537570591,0.39,0,0,0,72.46,1537567200,70.68,1537617600,73.04,1537567200,70.68,1537617600,62.42,0.78,1021.55,6.9,10.92,1537549200,182,1,4,1537545600,10,66.97,1537520400,72.46,1537567200,67.15,1537520400,73.04,1537567200,2018-09-21,NA,NA,NA
"265",1537588800,"Partly cloudy in the morning.","partly-cloudy-night",1537613095,1537656889,0.42,0,0,0,72.58,1537614000,59.55,1537704000,73.22,1537614000,59.55,1537704000,57.32,0.66,1018.63,4.16,12.28,1537624800,328,0.39,6,1537635600,10,62.65,1537671600,73.06,1537603200,62.65,1537671600,74.11,1537603200,2018-09-22,NA,NA,NA
"266",1537675200,"Mostly cloudy throughout the day.","partly-cloudy-day",1537699554,1537743186,0.45,0,0,0,64.93,1537725600,56.96,1537786800,64.93,1537725600,56.96,1537786800,53.91,0.74,1023.84,3.83,7.07,1537686000,37,0.72,4,1537718400,10,59.55,1537704000,64.93,1537725600,59.55,1537704000,64.93,1537725600,2018-09-23,NA,NA,NA
"267",1537761600,"Mostly cloudy throughout the day.","partly-cloudy-day",1537786012,1537829484,0.48,0,0,0,67.89,1537812000,57.7,1537866000,67.89,1537812000,57.7,1537866000,53.93,0.74,1030.14,7.32,12.89,1537808400,70,0.65,4,1537801200,10,56.96,1537786800,67.89,1537812000,56.96,1537786800,67.89,1537812000,2018-09-24,NA,NA,NA
"268",1537848000,"Rain in the morning and afternoon.","rain",1537872471,1537915782,0.52,0.0643,0.201,1,71.49,1537905600,69.47,1537927200,72.8,1537905600,70.55,1537923600,62.3,0.92,1025.7,3.75,10.77,1537855200,102,0.97,4,1537894800,6.95,57.7,1537866000,71.49,1537905600,57.7,1537866000,72.8,1537905600,2018-09-25,1537902000,NA,"rain"
"269",1537934400,"Humid and mostly cloudy throughout the day.","partly-cloudy-day",1537958930,1538002080,0.55,0.003,0.0532,0.99,81.97,1537992000,61.19,1538049600,86.76,1537992000,61.19,1538049600,71.13,0.89,1015.08,3.68,8.24,1537981200,198,0.87,4,1537977600,8.54,69.67,1537934400,81.97,1537992000,70.9,1537934400,86.76,1537992000,2018-09-26,1538013600,NA,"rain"
"270",1538020800,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",1538045390,1538088378,0.58,0.0014,0.0157,0.54,71.81,1538074800,59.43,1538136000,71.81,1538074800,59.55,1538136000,54.9,0.67,1018.48,4.18,9.24,1538060400,27,0.58,6,1538067600,10,61.19,1538049600,71.81,1538074800,61.19,1538049600,71.81,1538074800,2018-09-27,1538103600,NA,"rain"
"271",1538107200,"Rain in the morning.","rain",1538131849,1538174677,0.62,0.0315,0.1983,1,62.91,1538172000,54.64,1538218800,62.91,1538172000,54.64,1538218800,56.41,0.88,1017.37,3.92,16.04,1538139600,39,0.84,3,1538146800,8.24,55.76,1538143200,64.43,1538107200,55.76,1538143200,64.43,1538107200,2018-09-28,1538125200,NA,"rain"
"272",1538193600,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1538218309,1538260975,0.65,0,0,0,73.63,1538247600,51.75,1538305200,73.63,1538247600,51.75,1538305200,54.24,0.75,1021.96,2.74,6.93,1538247600,315,0.2,6,1538240400,9.96,54.64,1538218800,73.63,1538247600,54.64,1538218800,73.63,1538247600,2018-09-29,NA,NA,NA
"273",1538280000,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1538304769,1538347275,0.69,0,0,0,69.62,1538330400,60.08,1538384400,69.62,1538330400,60.13,1538373600,51.96,0.73,1026.48,0.62,6.79,1538337600,138,0.11,5,1538323200,10,51.75,1538305200,69.62,1538330400,51.75,1538305200,69.62,1538330400,2018-09-30,NA,NA,NA
"274",1538366400,"Mostly cloudy throughout the day.","partly-cloudy-day",1538391229,1538433574,0.72,0,0,0,75.52,1538424000,65.13,1538478000,76.1,1538424000,65.8,1538478000,62.06,0.84,1025.08,2.86,8.38,1538409600,220,0.66,4,1538409600,9.97,60.08,1538384400,75.52,1538424000,60.13,1538373600,76.1,1538424000,2018-10-01,NA,NA,NA
"275",1538452800,"Heavy rain overnight.","rain",1538477690,1538519874,0.76,0.0199,0.3168,1,77.05,1538506800,63.2,1538564400,77.92,1538506800,63.71,1538564400,65.48,0.84,1020.26,3.8,9.28,1538503200,197,0.8,4,1538496000,9.41,65.13,1538478000,77.05,1538506800,65.8,1538478000,77.92,1538506800,2018-10-02,1538535600,NA,"rain"
"276",1538539200,"Partly cloudy until evening.","partly-cloudy-day",1538564151,1538606174,0.8,0.0069,0.1185,1,74.04,1538596800,58.31,1538643600,74.04,1538596800,58.31,1538643600,60.64,0.8,1016.92,3.62,9.18,1538575200,302,0.41,4,1538578800,9.88,62.57,1538622000,74.04,1538596800,62.57,1538622000,74.04,1538596800,2018-10-03,1538539200,NA,"rain"
