"","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipProbability","temperatureHigh","temperatureHighTime","temperatureLow","temperatureLowTime","apparentTemperatureHigh","apparentTemperatureHighTime","apparentTemperatureLow","apparentTemperatureLowTime","dewPoint","humidity","pressure","windSpeed","windGust","windGustTime","windBearing","cloudCover","uvIndex","uvIndexTime","visibility","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","date","precipIntensityMaxTime","precipAccumulation","precipType"
"130",1525924800,"Rain starting in the evening.","rain",1525945492,1525996948,0.83,0.0044,0.0664,0.85,67.58,1525986000,58.4,1526022000,67.58,1525986000,58.4,1526022000,53.4,0.8,1014.09,1.15,8.93,1525982400,171,0.73,6,1525964400,8.63,53.36,1525942800,67.58,1525986000,53.36,1525942800,67.58,1525986000,2018-05-10,1526004000,NA,"rain"
"131",1526011200,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",1526031829,1526083409,0.86,1e-04,0.0024,0.23,72.66,1526072400,51.8,1526122800,72.66,1526072400,51.8,1526122800,44.64,0.54,1014.87,1.82,10.56,1526047200,317,0.36,9,1526058000,9.7,58.4,1526022000,72.66,1526072400,58.4,1526022000,72.66,1526072400,2018-05-11,1526011200,NA,"rain"
"132",1526097600,"Light rain in the morning and evening.","rain",1526118168,1526169870,0.9,0.0081,0.0419,1,57.47,1526158800,50.97,1526205600,57.47,1526158800,50.97,1526205600,48.25,0.78,1019.37,0.79,4.08,1526155200,66,1,4,1526137200,9.36,51.8,1526122800,62.96,1526097600,51.8,1526122800,62.96,1526097600,2018-05-12,1526119200,NA,"rain"
"133",1526184000,"Light rain in the afternoon.","rain",1526204508,1526256330,0.93,0.0047,0.0477,1,53.96,1526223600,52,1526284800,53.96,1526223600,52,1526284800,49.43,0.9,1020.38,1,5.27,1526212800,67,1,4,1526223600,9.27,50.97,1526205600,53.96,1526223600,50.97,1526205600,53.96,1526223600,2018-05-13,1526234400,NA,"rain"
"134",1526270400,"Mostly cloudy throughout the day.","partly-cloudy-day",1526290850,1526342790,0.97,0.0013,0.0094,0.72,70.29,1526328000,59.56,1526364000,70.29,1526328000,59.56,1526364000,54.5,0.85,1015.75,0.75,7.45,1526331600,179,0.76,5,1526320800,7.94,52,1526284800,70.29,1526328000,52,1526284800,70.29,1526328000,2018-05-14,1526281200,NA,"rain"
"135",1526356800,"Rain in the evening.","rain",1526377193,1526429249,0.01,0.0131,0.1361,1,88.46,1526414400,61.02,1526464800,92.11,1526414400,61.02,1526464800,62.76,0.81,1011.59,1.46,15.34,1526418000,219,0.67,10,1526403600,7.31,59.56,1526364000,88.46,1526414400,59.56,1526364000,92.11,1526414400,2018-05-15,1526421600,NA,"rain"
"136",1526443200,"Rain starting in the afternoon, continuing until evening.","rain",1526463538,1526515708,0.04,0.0132,0.0543,1,63.79,1526479200,56.35,1526544000,63.79,1526479200,56.35,1526544000,57.16,0.89,1018.24,1.28,6.82,1526500800,75,0.99,5,1526490000,7.83,56.81,1526526000,63.91,1526443200,56.81,1526526000,64.21,1526443200,2018-05-16,1526497200,NA,"rain"
"137",1526529600,"Rain in the morning.","rain",1526549885,1526602166,0.08,0.0092,0.0575,0.99,71.11,1526590800,61.42,1526637600,71.66,1526590800,61.47,1526637600,59.64,0.91,1016.76,0.21,2.78,1526544000,61,0.76,5,1526576400,6.09,56.35,1526544000,71.11,1526590800,56.35,1526544000,71.66,1526590800,2018-05-17,1526554800,NA,"rain"
"138",1526616000,"Mostly cloudy throughout the day.","partly-cloudy-day",1526636233,1526688624,0.12,0,0,0,63.96,1526673600,49.31,1526727600,63.96,1526673600,49.31,1526727600,50.03,0.68,1024.28,2.66,11.68,1526648400,73,0.64,8,1526659200,9.08,55.92,1526698800,63.96,1526673600,55.92,1526698800,64.31,1526616000,2018-05-18,NA,NA,NA
"139",1526702400,"Rain until afternoon.","rain",1526722583,1526775081,0.15,0.0181,0.0807,1,55.77,1526770800,55.42,1526785200,55.77,1526770800,55.42,1526785200,48.96,0.86,1023.93,3.36,9.55,1526745600,77,1,5,1526749200,4.78,49.31,1526727600,55.77,1526770800,49.31,1526727600,55.77,1526770800,2018-05-19,1526752800,NA,"rain"
"140",1526788800,"Foggy in the morning.","fog",1526808935,1526861537,0.19,3e-04,0.0022,0.22,80.88,1526842800,56.88,1526896800,82.35,1526842800,56.88,1526896800,60.85,0.78,1015.02,4.48,11.5,1526853600,278,0.78,6,1526832000,6.89,55.7,1526788800,80.88,1526842800,55.7,1526788800,82.35,1526842800,2018-05-20,1526799600,NA,"rain"
"141",1526875200,"Clear throughout the day.","clear-day",1526895288,1526947993,0.23,0,0,0,75.33,1526929200,58.02,1526979600,75.33,1526929200,58.02,1526979600,50.17,0.58,1020.86,0.58,8.35,1526943600,181,0.05,10,1526922000,10,56.88,1526896800,75.33,1526929200,56.88,1526896800,75.33,1526929200,2018-05-21,NA,NA,NA
"142",1526961600,"Rain starting in the afternoon, continuing until evening.","rain",1526981643,1527034448,0.27,0.0068,0.0988,1,65.4,1527004800,57.31,1527044400,65.4,1527004800,57.31,1527044400,53.47,0.79,1019.49,1.77,8.78,1527008400,148,0.68,5,1527008400,9.25,57.31,1527044400,65.4,1527004800,57.31,1527044400,65.4,1527004800,2018-05-22,1527019200,NA,"rain"
"143",1527048000,"Rain in the morning.","rain",1527068000,1527120902,0.3,0.008,0.1081,1,80.6,1527112800,62.57,1527156000,80.6,1527112800,62.57,1527156000,56.45,0.71,1013.76,2.87,7.96,1527098400,307,0.6,7,1527098400,8.06,57.36,1527048000,80.6,1527112800,57.37,1527048000,80.6,1527112800,2018-05-23,1527062400,NA,"rain"
"144",1527134400,"Clear throughout the day.","clear-day",1527154359,1527207355,0.34,0,0,0,82.26,1527195600,59.7,1527238800,82.26,1527195600,59.7,1527238800,46.42,0.43,1018.6,2.12,8.24,1527206400,281,0,10,1527177600,10,62.57,1527156000,82.26,1527195600,62.57,1527156000,82.26,1527195600,2018-05-24,NA,NA,NA
"145",1527220800,"Clear throughout the day.","clear-day",1527240719,1527293807,0.37,0,0,0,86.13,1527285600,69.68,1527328800,86.13,1527285600,70.18,1527328800,53.11,0.49,1014.53,6.09,12.02,1527267600,236,0.03,10,1527267600,10,59.7,1527238800,86.13,1527285600,59.7,1527238800,86.13,1527285600,2018-05-25,NA,NA,NA
"146",1527307200,"Partly cloudy throughout the day.","partly-cloudy-day",1527327081,1527380258,0.41,0,0,0,88.71,1527361200,63.95,1527422400,89.47,1527361200,64.34,1527422400,64.09,0.62,1009.65,3.7,8.38,1527357600,237,0.24,8,1527354000,9.99,69.68,1527328800,88.71,1527361200,70.18,1527328800,89.47,1527361200,2018-05-26,NA,NA,NA
"147",1527393600,"Rain in the morning.","rain",1527413445,1527466708,0.44,0.0097,0.0814,0.9,65.22,1527418800,55.16,1527498000,65.56,1527418800,55.16,1527498000,59.13,0.85,1015.62,7.09,12.73,1527454800,65,0.89,5,1527440400,8.44,57.06,1527476400,74.2,1527393600,57.06,1527476400,74.79,1527393600,2018-05-27,1527426000,NA,"rain"
"148",1527480000,"Overcast throughout the day.","cloudy",1527499811,1527553158,0.47,0,0,0,68.29,1527544800,62.78,1527559200,68.29,1527544800,62.78,1527559200,54.4,0.8,1018.22,1.35,10.55,1527480000,107,1,5,1527526800,10,55.16,1527498000,68.29,1527544800,55.16,1527498000,68.29,1527544800,2018-05-28,NA,NA,NA
"149",1527566400,"Mostly cloudy in the morning.","partly-cloudy-day",1527586179,1527639606,0.51,0,0,0,86.88,1527620400,63.95,1527674400,87.63,1527627600,64.5,1527674400,63.3,0.71,1015.39,2.16,6.44,1527631200,194,0.53,9,1527609600,9.31,63.08,1527566400,86.88,1527620400,63.08,1527566400,87.63,1527627600,2018-05-29,NA,NA,NA
"150",1527652800,"Mostly cloudy throughout the day.","partly-cloudy-day",1527672549,1527726053,0.54,0,0,0,71.95,1527706800,60.92,1527732000,72.14,1527706800,60.92,1527732000,61.33,0.82,1019.46,3.75,8.07,1527706800,120,0.61,6,1527703200,8.33,60.92,1527732000,71.95,1527706800,60.92,1527732000,72.25,1527652800,2018-05-30,NA,NA,NA
"151",1527739200,"Foggy overnight.","fog",1527758920,1527812499,0.57,4e-04,0.0054,0.45,67.9,1527800400,64.91,1527829200,68.74,1527800400,65.64,1527829200,61.96,0.9,1016.75,3.3,6.76,1527778800,105,1,5,1527786000,6.7,61.42,1527739200,67.9,1527800400,61.47,1527739200,68.74,1527800400,2018-05-31,1527789600,NA,"rain"
"152",1527825600,"Foggy in the morning.","fog",1527845293,1527898943,0.6,7e-04,0.0104,0.66,80.27,1527890400,68.43,1527933600,83.46,1527890400,69.31,1527933600,67.05,0.87,1009.35,1.45,5.17,1527890400,113,0.82,5,1527868800,5.8,64.91,1527829200,80.27,1527890400,65.64,1527829200,83.46,1527890400,2018-06-01,1527847200,NA,"rain"
"153",1527912000,"Light rain overnight.","rain",1527931669,1527985387,0.63,0.0013,0.0219,0.58,84.53,1527973200,61.03,1528027200,87.5,1527973200,61.03,1528027200,67.32,0.75,1007.35,2.93,7.57,1527980400,24,0.45,8,1527955200,9.42,68.43,1527933600,84.53,1527973200,69.31,1527933600,87.5,1527973200,2018-06-02,1527915600,NA,"rain"
"154",1527998400,"Rain overnight.","rain",1528018046,1528071829,0.66,0.006,0.047,0.85,62.21,1528056000,51.67,1528092000,62.21,1528056000,51.67,1528092000,53.09,0.74,1015.05,7.95,11.84,1528030800,100,0.97,5,1528045200,9.72,53.78,1528081200,70.58,1527998400,53.78,1528081200,71.03,1527998400,2018-06-03,1528005600,NA,"rain"
"155",1528084800,"Rain in the morning.","rain",1528104425,1528158270,0.69,0.0161,0.0913,1,70.69,1528146000,54.92,1528192800,70.69,1528146000,54.92,1528192800,53.25,0.8,1008.38,3.39,9.94,1528088400,46,0.84,5,1528124400,8.55,51.67,1528092000,70.69,1528146000,51.67,1528092000,70.69,1528146000,2018-06-04,1528088400,NA,"rain"
"156",1528171200,"Mostly cloudy throughout the day.","partly-cloudy-day",1528190806,1528244709,0.72,0,0,0,72.76,1528218000,57.42,1528275600,72.76,1528218000,57.42,1528275600,51.16,0.62,1005.23,3.65,17.11,1528214400,286,0.36,6,1528214400,9.98,54.92,1528192800,72.76,1528218000,54.92,1528192800,72.76,1528218000,2018-06-05,NA,NA,NA
"157",1528257600,"Overcast throughout the day.","cloudy",1528277189,1528331147,0.75,0,0,0,68.26,1528315200,59.27,1528365600,68.26,1528315200,59.27,1528365600,50.19,0.65,1010.93,0.93,6.4,1528326000,94,0.89,6,1528300800,10,57.42,1528275600,68.26,1528315200,57.42,1528275600,68.26,1528315200,2018-06-06,NA,NA,NA
"158",1528344000,"Mostly cloudy throughout the day.","partly-cloudy-day",1528363574,1528417584,0.78,0,0,0,69.82,1528398000,56.8,1528452000,69.82,1528398000,56.8,1528452000,53.87,0.72,1019.22,4.63,8.6,1528412400,164,0.72,7,1528394400,10,59.27,1528365600,69.82,1528398000,59.27,1528365600,69.82,1528398000,2018-06-07,NA,NA,NA
"159",1528430400,"Partly cloudy throughout the day.","partly-cloudy-day",1528449961,1528504019,0.81,0,0,0,80.72,1528484400,65.51,1528538400,81.37,1528480800,65.51,1528538400,58.35,0.69,1020.31,3.2,8.54,1528484400,219,0.36,8,1528473600,10,56.8,1528452000,80.72,1528484400,56.8,1528452000,81.37,1528480800,2018-06-08,NA,NA,NA
"160",1528516800,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1528536350,1528590452,0.85,0,0,0,79.67,1528567200,66.36,1528632000,79.67,1528567200,66.36,1528632000,56.13,0.59,1019,1.16,6.9,1528578000,28,0.19,10,1528563600,10,65.51,1528538400,79.67,1528567200,65.51,1528538400,79.67,1528567200,2018-06-09,NA,NA,NA
"161",1528603200,"Mostly cloudy throughout the day.","partly-cloudy-day",1528622741,1528676884,0.88,1e-04,0.0017,0.15,69.42,1528646400,57.63,1528707600,69.42,1528646400,57.63,1528707600,53.13,0.63,1017.48,1.33,5.05,1528646400,81,0.86,6,1528642800,10,60.75,1528686000,69.42,1528646400,60.75,1528686000,69.42,1528646400,2018-06-10,1528664400,NA,"rain"
"162",1528689600,"Mostly cloudy in the morning.","partly-cloudy-day",1528709133,1528763314,0.92,6e-04,0.0058,0.46,70.26,1528747200,53.03,1528797600,70.26,1528747200,53.03,1528797600,49.62,0.64,1017.92,3.32,8.7,1528740000,121,0.42,9,1528732800,9.95,57.63,1528707600,70.26,1528747200,57.63,1528707600,70.26,1528747200,2018-06-11,1528693200,NA,"rain"
"163",1528776000,"Partly cloudy overnight.","partly-cloudy-night",1528795528,1528849743,0.95,0,0,0,73.83,1528830000,61.62,1528869600,73.83,1528830000,61.62,1528869600,48.91,0.6,1022.3,4.57,15.63,1528833600,185,0.06,10,1528819200,10,53.03,1528797600,73.83,1528830000,53.03,1528797600,73.83,1528830000,2018-06-12,NA,NA,NA
"164",1528862400,"Mostly cloudy throughout the day.","partly-cloudy-day",1528881925,1528936170,0.99,7e-04,0.0104,0.7,76.5,1528930800,66.83,1528970400,77.29,1528930800,66.83,1528970400,62.37,0.8,1013.25,5.04,8.14,1528941600,207,0.78,5,1528909200,9.7,61.62,1528869600,76.5,1528930800,61.62,1528869600,77.29,1528930800,2018-06-13,1528912800,NA,"rain"
"165",1528948800,"Clear throughout the day.","clear-day",1528968323,1529022596,0.03,2e-04,0.0029,0.2,83.37,1529010000,63.08,1529056800,83.37,1529010000,63.08,1529056800,53.16,0.5,1008.26,7.61,18.83,1528995600,292,0.19,10,1528992000,10,66.83,1528970400,83.37,1529010000,66.83,1528970400,83.37,1529010000,2018-06-14,1528952400,NA,"rain"
"166",1529035200,"Mostly cloudy throughout the day.","partly-cloudy-day",1529054724,1529109019,0.07,0,0,0,74.33,1529092800,58.52,1529143200,74.33,1529092800,58.52,1529143200,51.32,0.54,1013.46,5.11,11.44,1529074800,343,0.4,6,1529074800,10,63.08,1529056800,74.33,1529092800,63.08,1529056800,74.33,1529092800,2018-06-15,NA,NA,NA
"167",1529121600,"Clear throughout the day.","clear-day",1529141126,1529195441,0.11,0,0,0,82.78,1529182800,61.52,1529226000,82.78,1529182800,61.52,1529226000,51.85,0.54,1016.39,1.46,7.01,1529179200,268,0.05,10,1529168400,10,58.52,1529143200,82.78,1529182800,58.52,1529143200,82.78,1529182800,2018-06-16,NA,NA,NA
"168",1529208000,"Clear throughout the day.","clear-day",1529227530,1529281861,0.14,0,0,0,88.69,1529265600,69.09,1529312400,88.69,1529265600,69.51,1529312400,55.66,0.53,1017.79,2.26,8.11,1529276400,194,0.05,10,1529251200,10,61.52,1529226000,88.69,1529265600,61.52,1529226000,88.69,1529265600,2018-06-17,NA,NA,NA
"169",1529294400,"Partly cloudy starting in the afternoon and humid throughout the day.","partly-cloudy-day",1529313936,1529368279,0.18,0.0023,0.043,0.73,90.32,1529355600,75.26,1529402400,96.03,1529355600,76.67,1529402400,67.31,0.68,1014.01,5.7,11.56,1529348400,216,0.23,10,1529337600,9.91,69.09,1529312400,90.32,1529355600,69.51,1529312400,96.03,1529355600,2018-06-18,1529370000,NA,"rain"
"170",1529380800,"Humid throughout the day and mostly cloudy until afternoon.","partly-cloudy-day",1529400345,1529454696,0.22,0.0011,0.0122,0.72,86.78,1529438400,67.23,1529485200,86.78,1529438400,67.23,1529485200,62.87,0.6,1008.46,4.13,9.18,1529416800,317,0.37,9,1529431200,9.87,73.5,1529463600,86.78,1529438400,73.5,1529463600,86.78,1529438400,2018-06-19,1529388000,NA,"rain"
"171",1529467200,"Rain overnight.","rain",1529486754,1529541110,0.26,0,0,0,81.23,1529521200,66.09,1529575200,81.23,1529521200,66.83,1529575200,57.26,0.57,1010.7,1.88,6.06,1529528400,116,0.46,8,1529514000,10,67.23,1529485200,81.23,1529521200,67.23,1529485200,81.23,1529521200,2018-06-20,NA,NA,NA
"172",1529553600,"Mostly cloudy throughout the day.","partly-cloudy-day",1529573166,1529627523,0.29,0.0095,0.0706,1,83.23,1529614800,66.59,1529658000,83.23,1529614800,67,1529665200,61.83,0.7,1008.15,1.78,6.12,1529604000,50,0.66,8,1529600400,8.87,66.09,1529575200,83.23,1529614800,66.83,1529575200,83.23,1529614800,2018-06-21,1529560800,NA,"rain"
"173",1529640000,"Mostly cloudy throughout the day.","partly-cloudy-day",1529659580,1529713934,0.33,0,0,0,72.14,1529694000,63.2,1529744400,72.19,1529694000,63.2,1529744400,60.23,0.74,1014.92,5.36,9.09,1529686800,103,0.57,6,1529679600,10,65.8,1529722800,72.42,1529640000,65.85,1529722800,72.63,1529640000,2018-06-22,NA,NA,NA
"174",1529726400,"Overcast throughout the day.","cloudy",1529745995,1529800343,0.36,0.001,0.0128,0.62,66.65,1529787600,65.42,1529830800,66.88,1529787600,65.97,1529830800,58.84,0.82,1011.74,4.74,8.33,1529762400,64,1,4,1529762400,9.87,63.2,1529744400,66.65,1529787600,63.2,1529744400,66.88,1529787600,2018-06-23,1529730000,NA,"rain"
"175",1529812800,"Mostly cloudy throughout the day.","partly-cloudy-day",1529832412,1529886750,0.39,0.0018,0.0201,0.5,83.18,1529881200,66.69,1529920800,85.41,1529877600,66.98,1529920800,65.33,0.78,1009.51,2.9,8.17,1529877600,208,0.86,6,1529856000,8.36,65.42,1529830800,83.18,1529881200,65.97,1529830800,85.41,1529877600,2018-06-24,1529888400,NA,"rain"
"176",1529899200,"Partly cloudy until evening.","partly-cloudy-day",1529918831,1529973155,0.42,0,0,0,80.24,1529960400,61.25,1530007200,80.24,1529960400,61.25,1530007200,55.05,0.56,1014.93,6.07,12.36,1529946000,331,0.32,7,1529942400,10,66.69,1529920800,80.24,1529960400,66.98,1529920800,80.24,1529960400,2018-06-25,NA,NA,NA
"177",1529985600,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1530005252,1530059558,0.45,0,0,0,75.49,1530039600,63.18,1530090000,75.49,1530039600,63.18,1530090000,54.04,0.59,1023.26,3.21,8.84,1530046800,131,0.16,9,1530032400,10,61.25,1530007200,75.49,1530039600,61.25,1530007200,75.49,1530039600,2018-06-26,NA,NA,NA
"178",1530072000,"Mostly cloudy throughout the day.","partly-cloudy-day",1530091674,1530145959,0.48,3e-04,0.0027,0.22,72.35,1530126000,69.49,1530147600,72.53,1530118800,70,1530147600,60.05,0.74,1018.02,5.57,12.27,1530133200,175,0.75,5,1530118800,9.96,63.18,1530090000,72.35,1530126000,63.18,1530090000,72.53,1530118800,2018-06-27,1530144000,NA,"rain"
"179",1530158400,"Rain in the morning.","rain",1530178098,1530232358,0.52,0.0182,0.1032,1,82.33,1530208800,69.48,1530266400,86.65,1530208800,70.11,1530266400,69.9,0.85,1009.27,4.2,8.45,1530183600,191,0.79,6,1530205200,9.17,69.87,1530158400,82.33,1530208800,70.69,1530158400,86.65,1530208800,2018-06-28,1530183600,NA,"rain"
"180",1530244800,"Partly cloudy in the afternoon.","partly-cloudy-day",1530264524,1530318755,0.55,0,0,0,89.17,1530306000,69.46,1530349200,89.17,1530306000,69.46,1530349200,63.25,0.6,1013.65,3.93,8.38,1530306000,303,0.1,9,1530291600,10,69.48,1530266400,89.17,1530306000,70.11,1530266400,89.17,1530306000,2018-06-29,NA,NA,NA
"181",1530331200,"Clear throughout the day.","clear-day",1530350951,1530405150,0.58,0,0,0,92.16,1530388800,74.69,1530439200,93.68,1530396000,75.56,1530439200,61.7,0.52,1016.7,1.49,6.92,1530385200,235,0.04,10,1530374400,10,69.46,1530349200,92.16,1530388800,69.46,1530349200,93.68,1530396000,2018-06-30,NA,NA,NA
"182",1530417600,"Partly cloudy in the morning.","partly-cloudy-day",1530437380,1530491543,0.61,0,0,0,94.21,1530468000,74.07,1530522000,100.78,1530468000,74.99,1530522000,69.59,0.62,1016.16,1.96,6.61,1530486000,215,0.13,9,1530464400,9.98,74.69,1530439200,94.21,1530468000,75.56,1530439200,100.78,1530468000,2018-07-01,NA,NA,NA
"183",1530504000,"Humid throughout the day.","clear-day",1530523810,1530577934,0.64,0,0,0,93.36,1530554400,76.01,1530608400,99.44,1530554400,77.56,1530608400,70.34,0.66,1017.5,2.36,7.88,1530561600,164,0.02,10,1530547200,9.61,74.07,1530522000,93.36,1530554400,74.99,1530522000,99.44,1530554400,2018-07-02,NA,NA,NA
"184",1530590400,"Rain starting in the afternoon, continuing until evening.","rain",1530610242,1530664323,0.67,0.0089,0.125,0.63,90.88,1530637200,74.5,1530694800,102.11,1530637200,76.03,1530694800,73.83,0.81,1021.12,1.85,8.83,1530640800,158,0.28,9,1530633600,8.44,76.01,1530608400,90.88,1530637200,77.56,1530608400,102.11,1530637200,2018-07-03,1530651600,NA,"rain"
"185",1530676800,"Humid and partly cloudy throughout the day.","partly-cloudy-day",1530696675,1530750710,0.7,1e-04,0.0013,0.08,86.46,1530723600,74.26,1530774000,93.87,1530723600,75.8,1530774000,72.79,0.81,1025.16,2.03,6.88,1530738000,169,0.46,7,1530720000,8.67,74.5,1530694800,86.46,1530723600,76.03,1530694800,93.87,1530723600,2018-07-04,1530730800,NA,"rain"
"186",1530763200,"Humid throughout the day and mostly cloudy until afternoon.","partly-cloudy-day",1530783110,1530837095,0.73,0,0,0,88.47,1530820800,74.78,1530878400,95.91,1530820800,76.32,1530878400,72.69,0.77,1024.29,4.67,10.14,1530835200,190,0.44,8,1530810000,9.56,74.26,1530774000,88.47,1530820800,75.8,1530774000,95.91,1530820800,2018-07-05,NA,NA,NA
"187",1530849600,"Humid throughout the day and mostly cloudy until evening.","partly-cloudy-day",1530869546,1530923478,0.77,0.0063,0.0872,0.67,81.13,1530914400,61.96,1530957600,83.09,1530900000,61.96,1530957600,68.54,0.75,1017.81,4.75,11.11,1530921600,267,0.59,5,1530892800,9.74,71.82,1530932400,81.13,1530914400,71.82,1530932400,83.73,1530849600,2018-07-06,1530871200,NA,"rain"
"188",1530936000,"Clear throughout the day.","clear-day",1530955983,1531009860,0.8,0,0,0,75.37,1530990000,59.45,1531044000,75.37,1530990000,59.45,1531044000,48.23,0.48,1026.09,3.49,9.97,1530946800,58,0.01,10,1530979200,10,61.96,1530957600,75.37,1530990000,61.96,1530957600,75.37,1530990000,2018-07-07,NA,NA,NA
"189",1531022400,"Clear throughout the day.","clear-day",1531042422,1531096239,0.83,0,0,0,81.49,1531076400,62.39,1531130400,81.49,1531076400,62.39,1531130400,53.33,0.56,1026.94,1.96,7.2,1531083600,163,0.02,10,1531069200,10,59.45,1531044000,81.49,1531076400,59.45,1531044000,81.49,1531076400,2018-07-08,NA,NA,NA
"190",1531108800,"Clear throughout the day.","clear-day",1531128862,1531182616,0.87,0,0,0,86.5,1531162800,67.33,1531216800,86.5,1531162800,67.36,1531216800,57.4,0.56,1021.75,3.25,8.65,1531166400,206,0.01,10,1531152000,10,62.39,1531130400,86.5,1531162800,62.39,1531130400,86.5,1531162800,2018-07-09,NA,NA,NA
"191",1531195200,"Partly cloudy starting in the evening.","partly-cloudy-night",1531215303,1531268991,0.91,0,0,0,92.02,1531252800,74.14,1531303200,92.02,1531252800,74.36,1531303200,60.35,0.53,1013.37,3.21,8.9,1531249200,245,0.07,10,1531238400,10,67.33,1531216800,92.02,1531252800,67.36,1531216800,92.02,1531252800,2018-07-10,NA,NA,NA
"192",1531281600,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",1531301746,1531355364,0.94,0,0,0,85.91,1531339200,69.01,1531389600,86.2,1531339200,69.09,1531389600,63.74,0.61,1013.35,3.21,9.36,1531310400,20,0.53,8,1531328400,10,73.07,1531364400,85.91,1531339200,73.64,1531364400,86.2,1531339200,2018-07-11,NA,NA,NA
"193",1531368000,"Mostly cloudy until evening.","partly-cloudy-day",1531388189,1531441736,0.98,0,0,0,82.42,1531422000,65.45,1531476000,82.42,1531422000,65.52,1531476000,57.93,0.57,1021.23,1.43,7.98,1531436400,110,0.53,6,1531407600,9.99,69.01,1531389600,82.42,1531422000,69.09,1531389600,82.42,1531422000,2018-07-12,NA,NA,NA
"194",1531454400,"Partly cloudy in the afternoon.","partly-cloudy-day",1531474634,1531528105,0.02,0,0,0,82.99,1531512000,67.83,1531562400,82.99,1531512000,67.83,1531562400,59.26,0.6,1023.04,3.27,8.68,1531515600,183,0.13,9,1531501200,10,65.45,1531476000,82.99,1531512000,65.52,1531476000,82.99,1531512000,2018-07-13,NA,NA,NA
"195",1531540800,"Partly cloudy throughout the day.","partly-cloudy-day",1531561080,1531614473,0.06,0,0,0,88.42,1531602000,70.23,1531645200,88.94,1531602000,71.44,1531645200,61.09,0.56,1019.08,5.04,9.24,1531591200,230,0.23,9,1531587600,10,67.83,1531562400,88.42,1531602000,67.83,1531562400,88.94,1531602000,2018-07-14,NA,NA,NA
"196",1531627200,"Rain in the morning.","rain",1531647527,1531700838,0.1,0.0208,0.1464,0.99,83.73,1531692000,72.35,1531735200,87.31,1531692000,73.57,1531735200,68.87,0.81,1015.82,2.97,6.69,1531670400,235,0.6,7,1531677600,9.51,70.23,1531645200,83.73,1531692000,71.44,1531645200,87.31,1531692000,2018-07-15,1531645200,NA,"rain"
"197",1531713600,"Humid throughout the day and partly cloudy in the afternoon.","partly-cloudy-day",1531733974,1531787202,0.13,0,0,0,89.33,1531764000,75.4,1531821600,96.28,1531764000,76.91,1531821600,71.13,0.73,1014.18,3.4,9.33,1531767600,197,0.15,8,1531756800,9.91,72.35,1531735200,89.33,1531764000,73.57,1531735200,96.28,1531764000,2018-07-16,NA,NA,NA
"198",1531800000,"Rain in the evening.","rain",1531820423,1531873564,0.17,0.0165,0.1811,1,86.84,1531846800,66.82,1531908000,94.83,1531846800,66.91,1531908000,71.84,0.84,1010.6,4.55,19.18,1531854000,206,0.61,6,1531843200,8.99,71.62,1531861200,86.84,1531846800,72.94,1531861200,94.83,1531846800,2018-07-17,1531854000,NA,"rain"
"199",1531886400,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",1531906873,1531959924,0.21,0,3e-04,0,83.32,1531944000,62.4,1531990800,83.32,1531944000,62.4,1531990800,58.44,0.57,1011.66,6,10.47,1531918800,347,0.28,9,1531933200,10,66.82,1531908000,83.32,1531944000,66.91,1531908000,83.32,1531944000,2018-07-18,1531890000,NA,NA
"200",1531972800,"Clear throughout the day.","clear-day",1531993323,1532046282,0.24,0,0,0,81.02,1532034000,64.09,1532080800,81.02,1532034000,64.52,1532080800,53.16,0.52,1018.12,1.13,7.82,1532037600,86,0.01,10,1532019600,10,62.4,1531990800,81.02,1532034000,62.4,1531990800,81.02,1532034000,2018-07-19,NA,NA,NA
"201",1532059200,"Partly cloudy until afternoon.","partly-cloudy-day",1532079774,1532132638,0.28,0,0,0,80.77,1532109600,65.91,1532167200,81.35,1532109600,65.93,1532167200,59.64,0.66,1020.52,3.08,9.54,1532124000,158,0.18,7,1532109600,9.98,64.09,1532080800,80.77,1532109600,64.52,1532080800,81.35,1532109600,2018-07-20,NA,NA,NA
"202",1532145600,"Rain overnight.","rain",1532166226,1532218993,0.31,0.0068,0.0785,1,75.57,1532192400,65.62,1532224800,75.57,1532192400,66.24,1532224800,59.23,0.69,1017.49,6.92,15.13,1532224800,93,0.54,7,1532188800,9.38,65.62,1532224800,75.57,1532192400,65.93,1532167200,75.57,1532192400,2018-07-21,1532228400,NA,"rain"
"203",1532232000,"Rain in the morning and evening.","rain",1532252679,1532305346,0.34,0.0359,0.1357,1,80,1532289600,74.35,1532347200,84.22,1532289600,75.94,1532347200,71.08,0.9,1012.69,8.61,22.84,1532242800,136,0.96,5,1532275200,7.52,68.52,1532232000,80,1532289600,69.47,1532232000,84.22,1532289600,2018-07-22,1532239200,NA,"rain"
